	1
1760-24-3	0
462-08-8	0
25360-10-5	0
117-80-6	1
34590-94-8	1
141-86-6	0
118-75-2	1
134-20-3	0
78-70-6	0
100-21-0	0
2451-62-9	1
91-08-7	0
131-16-8	0
62-75-9	0
122-42-9	0
51235-04-2	0
4433-79-8	0
93-65-2	0
553-26-4	0
100-54-9	0
107-87-9	0
2530-83-8	0
7773-06-0	0
683-18-1	1
36734-19-7	1
20830-75-5	1
23564-05-8	0
142-09-6	0
82-28-0	0
103-85-5	0
326-61-4	0
94-52-0	0
58-08-2	0
1897-45-6	1
74115-24-5	0
79917-90-1	0
590-01-2	0
3622-84-2	0
109-06-8	0
2867-47-2	0
7398-69-8	0
5131-60-2	1
110-80-5	0
4083-64-1	0
629-76-5	1
81-90-3	0
111-42-2	0
86-74-8	0
379-79-3	1
96-29-7	0
95-94-3	0
156-10-5	1
2425-06-1	1
135-57-9	1
1445-75-6	0
107-46-0	0
89-32-7	0
111-85-3	0
68-11-1	0
25155-30-0	1
110-44-1	0
563-80-4	0
4792-15-8	0
101-77-9	0
192-97-2	0
87-68-3	0
107-04-0	0
463-40-1	1
97-42-7	0
84-74-2	0
3724-65-0	0
23135-22-0	0
120-55-8	0
2489-77-2	0
1918-16-7	1
110-19-0	0
2971-36-0	1
90-02-8	0
25564-22-1	0
2530-85-0	1
117-08-8	0
111-30-8	0
80-09-1	0
1646-87-3	0
2426-08-6	0
108-22-5	0
496-72-0	1
98-95-3	0
94-75-7	0
510-15-6	1
104-91-6	0
55-80-1	0
3689-24-5	0
110-42-9	0
112-55-0	0
96-05-9	0
7785-26-4	0
933-75-5	1
529-20-4	0
607-57-8	0
103-69-5	0
90-12-0	0
110-17-8	0
513-37-1	1
85-02-9	0
116-16-5	0
709-98-8	1
103-34-4	1
3709-43-1	0
608-73-1	1
111-20-6	0
124-68-5	0
15214-89-8	0
61-82-5	0
120-58-1	0
121-14-2	0
110-69-0	0
105-67-9	0
4553-62-2	0
91-44-1	1
112-52-7	0
57-83-0	1
119-64-2	0
3290-92-4	0
1114-71-2	0
69806-40-2	1
126-72-7	1
111-88-6	0
85-41-6	0
1724-39-6	0
24549-06-2	0
107-98-2	0
14371-10-9	0
57-97-6	1
1212-29-9	1
116-53-0	0
92-48-8	0
57-55-6	0
121-69-7	0
54-11-5	0
2303-17-5	0
138-86-3	0
479500-35-1	0
112-35-6	0
108-01-0	0
25013-16-5	0
89-78-1	0
15299-99-7	1
208-96-8	0
140-11-4	0
51333-22-3	1
583-39-1	0
123-33-1	0
111-14-8	0
526-75-0	0
93-58-3	0
121-17-5	0
206-44-0	0
680-31-9	0
67614-33-9	1
50594-66-6	1
41317-15-1	0
112-72-1	0
117-83-9	0
625-55-8	0
5216-25-1	0
120-36-5	0
123-77-3	0
2058-46-0	0
544-63-8	0
95-16-9	0
606-20-2	0
3296-90-0	0
117-82-8	0
26472-00-4	0
621-64-7	0
1330-61-6	0
615-54-3	0
118-82-1	0
55406-53-6	1
638-38-0	0
101-21-3	0
98-57-7	0
434-13-9	1
118-58-1	0
95-74-9	0
126-73-8	0
62-56-6	0
84-66-2	0
2164-17-2	0
90-16-4	0
19666-30-9	1
88-85-7	1
5026-74-4	1
124-18-5	0
7705-08-0	0
694-83-7	0
135-19-3	1
143-22-6	1
318-98-9	1
583-78-8	0
96-23-1	0
135-88-6	1
67-47-0	0
584-13-4	0
25152-84-5	1
90-72-2	0
40487-42-1	1
2783-94-0	0
2044-64-6	0
100-20-9	0
124-22-1	1
868-85-9	0
919-31-3	0
142-90-5	0
5329-14-6	0
612-83-9	1
120-71-8	0
609-20-1	0
98-16-8	0
137-30-4	1
76-44-8	1
627-93-0	0
32809-16-8	0
97-90-5	0
88671-89-0	1
25377-73-5	1
2216-51-5	0
95-93-2	0
115-77-5	0
51580-86-0	0
99-07-0	0
78-82-0	0
58-90-2	1
99-87-6	0
66-25-1	0
78-48-8	0
5809-23-4	1
1143-72-2	1
50-70-4	0
2409-55-4	0
528-44-9	0
616-38-6	0
108-39-4	0
75-12-7	0
123-11-5	0
99-55-8	0
156-43-4	1
82-68-8	0
934-32-7	0
25057-89-0	0
122-20-3	0
2467-03-0	1
693-23-2	0
1563-66-2	0
97-00-7	1
124-17-4	0
1563-38-8	0
12108-13-3	0
98-11-3	0
131-17-9	0
759-94-4	0
86-50-0	1
108-99-6	0
112-80-1	0
114-26-1	0
35367-38-5	0
17696-61-6	1
128-04-1	1
328-84-7	0
103-76-4	0
107-41-5	0
1809-19-4	0
100-63-0	1
3268-49-3	0
1260-17-9	0
100-47-0	0
2461-15-6	0
91-23-6	0
1912-24-9	0
133-07-3	1
5234-68-4	0
94-62-2	1
538-93-2	0
103-09-3	0
2807-30-9	0
2814-20-2	0
66-71-7	1
83-41-0	0
3319-31-1	0
91-20-3	0
56-38-2	0
21087-64-9	0
76578-14-8	1
81335-37-7	0
81741-28-8	1
579-66-8	0
3926-62-3	0
109-60-4	0
3033-62-3	0
79-92-5	0
592-31-4	0
1300-72-7	0
1634-78-2	0
1570-64-5	0
87-25-2	0
106-51-4	0
96-18-4	0
3524-68-3	1
536-60-7	0
15721-02-5	1
13593-03-8	1
106-25-2	0
77-78-1	0
2050-47-7	0
101-02-0	0
101-80-4	1
1929-82-4	0
88-06-2	1
107-21-1	0
473-55-2	0
88-18-6	1
141-17-3	0
27314-13-2	0
2436-90-0	0
262-12-4	0
2312-35-8	1
108-32-7	0
109-55-7	0
77-71-4	0
37143-54-7	0
77-06-5	0
103-11-7	1
24295-03-2	0
89-62-3	0
108-38-3	0
50-28-2	1
584-84-9	1
56-55-3	0
102-71-6	0
93-46-9	0
37764-25-3	0
552-30-7	0
947-04-6	0
78491-02-8	0
58-89-9	0
104-76-7	0
309-00-2	1
90-30-2	1
111-44-4	0
532-27-4	0
107-13-1	0
56-81-5	0
76738-62-0	0
141-79-7	0
59-02-9	0
886-50-0	1
111-55-7	0
78-67-1	0
142-84-7	0
18328-90-0	0
124-09-4	0
105-87-3	0
91-59-8	0
113-92-8	1
5392-40-5	0
66-27-3	0
123-05-7	0
127-17-3	0
491-80-5	1
1610-18-0	0
10081-67-1	0
13171-21-6	0
112-00-5	1
98-00-0	0
23386-52-9	0
24800-44-0	0
112-25-4	0
108-45-2	0
51-17-2	0
92-52-4	0
96-09-3	0
87-61-6	0
603-35-0	0
95-76-1	1
132-64-9	0
16672-87-0	0
106-22-9	0
90-15-3	1
108-94-1	0
144-62-7	0
828-00-2	0
112-53-8	0
121-32-4	0
12645-31-7	1
6807-17-6	1
138-89-6	1
3883-43-0	0
87-86-5	1
59-89-2	0
7775-09-9	0
2516-40-7	0
78-90-0	0
140-08-9	0
119-84-6	0
10453-86-8	1
6459-94-5	1
86-73-7	0
1675-54-3	1
106-49-0	0
100-64-1	0
101-54-2	1
131-11-3	0
112-59-4	0
7789-21-1	0
13547-70-1	0
143-07-7	1
7328-97-4	1
759-73-9	0
20325-40-0	1
1936-15-8	0
7632-00-0	0
689-67-8	0
95-50-1	0
57-13-6	1
610-39-9	1
50471-44-8	1
59756-60-4	0
108-19-0	0
110-43-0	0
13473-26-2	1
13674-87-8	1
28804-88-8	0
120-95-6	1
15625-89-5	1
60-33-3	1
24851-98-7	0
111-71-7	0
127-19-5	0
133-18-6	1
132-98-9	0
10030-73-6	0
541-73-1	1
13463-41-7	1
108-68-9	0
81-81-2	0
111-69-3	0
79277-27-3	0
10043-35-3	0
112-30-1	0
80-26-2	0
106-65-0	0
121-03-9	0
98-01-1	0
19248-13-6	1
32388-55-9	0
139-13-9	0
612-82-8	1
1596-84-5	0
1917-15-3	0
7534-94-3	1
105-60-2	1
30560-19-1	0
15972-60-8	1
822-06-0	0
590-17-0	0
112-70-9	0
334-48-5	0
85-43-8	0
2050-92-2	0
139-02-6	0
19438-61-0	0
118-71-8	0
98730-04-2	1
79-24-3	0
92-69-3	1
77-40-7	1
89-87-2	0
91-94-1	1
542-76-7	0
120-12-7	0
116-06-3	0
33820-53-0	0
10108-64-2	1
140-31-8	0
103-23-1	0
87-02-5	1
117-84-0	0
556-82-1	0
24615-84-7	0
108-42-9	0
109-16-0	0
789-02-6	1
110-85-0	0
13029-08-8	1
110-63-4	0
60-51-5	0
121-39-1	0
12674-11-2	0
57-06-7	0
10265-92-6	0
111-64-8	0
527-60-6	0
136-35-6	1
88-44-8	0
126-00-1	1
558-37-2	0
33229-34-4	0
25340-17-4	0
7487-94-7	1
3452-97-9	0
97-56-3	1
96-24-2	0
58-33-3	1
1083-27-8	1
2425-79-8	0
120-61-6	0
1861-40-1	0
6484-52-2	0
94-74-6	0
2416-94-6	0
262-20-4	0
94-28-0	0
101-84-8	0
673-84-7	1
77-47-4	0
27138-31-4	0
79-39-0	0
4180-23-8	0
109-09-1	0
87-51-4	0
7664-38-2	0
121-79-9	1
614-45-9	0
131-55-5	0
108-03-2	0
319-85-7	0
100-00-5	0
75-62-7	0
7790-98-9	0
2310-17-0	1
10605-21-7	0
68515-48-0	0
631-64-1	0
94-60-0	0
836-30-6	1
101-86-0	0
27178-16-1	0
298-00-0	0
142-04-1	0
95-48-7	0
7778-50-9	1
117-39-5	1
1948-33-0	1
1470-79-7	1
594-20-7	0
78-59-1	0
99-56-9	1
85-70-1	0
120-80-9	1
3252-43-5	0
96-76-4	1
25265-71-8	0
993-16-8	0
122-66-7	0
27193-28-8	1
6317-18-6	1
90-00-6	0
11013-97-1	0
98-51-1	0
107534-96-3	1
924-16-3	0
55285-14-8	1
2465-27-2	1
7287-19-6	1
115-28-6	0
111-96-6	0
99-30-9	1
99-96-7	0
298-04-4	0
1067-53-4	0
29590-42-9	1
93-15-2	0
50-14-6	1
500-66-3	1
872-50-4	0
509-14-8	0
5153-25-3	1
142-46-1	0
930-55-2	0
484-20-8	0
123-09-1	0
92-87-5	0
28249-77-6	0
108-80-5	0
104-15-4	0
115-29-7	1
1852-16-0	0
39515-51-0	0
1571-08-0	0
6959-48-4	0
88-74-4	0
838-88-0	1
87-66-1	0
732-26-3	0
61445-50-9	1
121-66-4	0
91-62-3	0
108-91-8	0
205-99-2	1
107-92-6	0
2921-88-2	0
118-52-5	0
80-43-3	1
140-67-0	0
2386-87-0	0
75-47-8	0
78-69-3	0
99-75-2	0
2227-13-6	0
88-72-2	0
622-97-9	0
116-29-0	1
132-32-1	1
111-76-2	0
83-32-9	0
64-67-5	0
65-85-0	0
112-34-5	0
77-92-9	0
108-83-8	0
56-53-1	1
107-88-0	0
2778-42-9	1
542-56-3	0
109-02-4	0
90-43-7	0
90-94-8	1
156-60-5	0
84-75-3	0
98-86-2	0
55589-62-3	0
311-45-5	1
112-05-0	0
999-97-3	0
84-69-5	0
110-64-5	0
627-03-2	0
4075-81-4	0
123-17-1	0
99-08-1	1
95-33-0	1
104-94-9	1
1836-75-5	0
94-59-7	0
112-27-6	0
68-26-8	1
119-90-4	0
100-02-7	0
34256-82-1	1
145-73-3	0
100-51-6	0
110-94-1	0
108-77-0	0
110-91-8	0
693-13-0	0
111-65-9	0
7085-85-0	0
6846-50-0	0
2772-45-4	1
1118-46-3	0
106-40-1	1
504-88-1	0
26628-22-8	0
88-12-0	0
78-40-0	0
3160-37-0	1
79-00-5	0
107-06-2	0
26780-96-1	0
130-17-6	0
68631-49-2	1
35065-27-1	0
89-86-1	0
625-86-5	0
19780-11-1	1
129-15-7	1
67-63-0	0
16323-43-6	0
91-93-0	0
619-66-9	0
75-07-0	1
67-64-1	0
75-05-8	0
25316-40-9	1
1397-89-3	1
1393-63-1	0
532-82-1	1
71-43-2	0
12083-48-6	1
13319-75-0	0
123-72-8	0
1306-19-0	0
8024-48-4	0
67-66-3	0
327-97-9	0
NOCAS_24824	1
NOCAS_33326	1
1066-30-4	0
481-74-3	0
10026-24-1	1
1277-43-6	0
98-82-8	0
8003-22-3	0
53-70-3	0
109-89-7	0
11024-24-1	1
992-59-6	1
3648-20-2	0
64-17-5	0
141-78-6	0
140-88-5	0
102-54-5	0
90045-36-6	0
107-22-2	0
39025-23-5	1
67-56-1	0
115-09-3	1
7220-79-3	1
75-09-2	0
1271-28-9	0
93-83-4	1
105-06-6	0
10026-13-8	0
25703-79-1	0
13889-92-4	0
149845-06-7	1
7789-38-0	0
361-09-1	0
7789-12-0	1
7681-38-1	0
11099-03-9	1
8046-19-3	0
21850-44-2	0
17831-71-9	1
1271-19-8	0
79-01-6	0
9002-93-1	1
67-97-0	1
500-62-9	0
218-01-9	0
101200-48-0	0
67701-03-5	0
108-20-3	0
80-10-4	0
89-08-7	0
25167-70-8	0
112-02-7	1
121-60-8	0
142-72-3	0
638-65-3	0
825-90-1	0
2235-54-3	1
2524-03-0	0
3327-22-8	0
5039-78-1	0
5165-97-9	0
5460-09-3	0
7351-61-3	0
44992-01-0	0
52556-42-0	0
68391-01-5	1
70321-86-7	0
75-59-2	0
515-74-2	0
2768-02-7	0
6258-06-6	0
25327-89-3	0
40372-72-3	1
109-53-5	0
7720-78-7	0
16872-11-0	0
81-49-2	0
28300-74-5	1
531-85-1	1
10043-52-4	0
538-41-0	1
598-64-1	1
142-59-6	0
14484-64-1	1
1121-92-2	0
56-49-5	0
13927-77-0	0
10101-97-0	0
7631-99-4	0
59536-65-1	0
7446-08-4	0
7411-49-6	1
7772-99-8	0
900-95-8	1
136-23-2	1
84449-90-1	1
367522-96-1	0
24140-30-5	1
3132-64-7	0
4655-34-9	0
555-30-6	0
8052-41-3	0
2179-59-1	0
701921-71-3	1
460092-03-9	1
20445-94-7	0
765910-73-4	0
174899-83-3	0
65039-05-6	0
174899-66-2	0
359845-21-9	0
174501-65-6	0
188589-32-4	1
171058-18-7	1
362043-46-7	1
169051-76-7	0
218151-78-1	0
70862-65-6	1
61546-00-7	0
244193-59-7	1
404001-52-1	1
174899-90-2	0
81995-09-7	1
98892-76-3	0
292140-86-4	0
65039-08-9	0
307492-75-7	0
174899-72-0	0
342573-75-5	0
145022-45-3	0
516474-01-4	0
412009-61-1	0
35935-34-3	0
143314-16-3	0
328090-25-1	0
219947-95-2	0
244193-64-4	1
404001-50-9	1
382150-50-7	1
244193-50-8	0
374564-83-7	0
219947-96-3	1
61545-99-1	1
119171-18-5	0
85100-76-1	0
244193-48-4	0
79917-89-8	0
404001-49-6	1
216300-12-8	0
171058-21-2	1
219947-94-1	0
623580-02-9	0
886439-34-5	0
94280-72-5	0
1357500-93-6	0
1257647-66-7	0
608140-12-1	0
37971-78-1	0
88840-42-0	0
1426821-81-9	0
17874-63-4	1
879866-95-2	0
1221445-34-6	0
26576-84-1	0
286453-46-1	0
112400-85-8	0
1770850-20-8	0
1268986-44-2	0
26576-85-2	0
13311-31-4	0
125652-55-3	0
845835-03-2	0
65350-59-6	0
258273-67-5	0
112400-86-9	1
597581-48-1	0
401788-99-6	0
857841-32-8	0
32353-64-3	0
343952-33-0	0
882172-79-4	0
874-81-7	0
203389-28-0	0
390423-43-5	0
1906-79-2	1
3878-80-6	0
872-90-2	0
350-48-1	0
7324-00-7	0
474368-70-2	0
623167-81-7	0
93457-69-3	0
345984-11-4	0
117947-85-0	0
69227-51-6	0
893443-18-0	0
608140-09-6	0
528818-82-8	0
327022-58-2	0
56511-19-4	0
1224852-54-3	0
817629-57-5	1
100-11-8	0
10022-31-8	0
101-85-9	0
109-64-8	0
110-53-2	0
111-24-0	0
111-25-1	0
1118-71-4	0
112-71-0	0
112-82-3	0
116-26-7	0
1166-52-5	1
120-29-6	0
103-30-0	0
100-65-2	0
821-06-7	0
84776-26-1	0
10039-54-0	0
2439-10-3	0
191-24-2	0
544-92-3	0
294-62-2	0
137-40-6	0
60-00-4	0
108-82-7	0
112-75-4	0
112-88-9	0
127-08-2	0
127-09-3	0
136-51-6	0
142-73-4	0
142-77-8	0
526-95-4	0
563-72-4	0
582-25-2	0
629-73-2	0
4860-03-1	0
5281-04-9	0
5421-46-5	1
6289-46-9	0
6419-19-8	0
7446-81-3	0
10595-72-9	0
19355-69-2	0
24634-61-5	0
25321-09-9	0
92-94-4	0
68584-22-5	1
28777-98-2	0
32360-05-7	0
52829-07-9	0
68937-41-7	1
86508-42-1	0
112-39-0	0
840-65-3	0
2825-82-3	0
6923-52-0	0
9005-00-9	0
15721-78-5	0
299-27-4	0
590-29-4	0
1633-05-2	0
7783-18-8	0
3012-65-5	0
7787-59-9	0
137-29-1	1
139-05-9	0
140-79-4	0
971-15-3	1
1313-27-5	0
5632-47-3	0
3564-09-8	0
915-67-3	0
632-99-5	1
6385-58-6	1
1746-01-6	0
54-12-6	0
124-25-4	1
921-03-9	1
85100-77-2	0
143314-14-1	0
10377-48-7	0
1210-39-5	1
130-61-0	1
13706-86-0	0
13820-41-2	1
14075-53-7	0
1450-85-7	1
14897-39-3	1
14933-08-5	1
15646-46-5	0
1634-02-2	0
19285-83-7	0
1934-75-4	0
2009-83-8	0
203866-13-1	0
2370-63-0	0
2417-72-3	0
2473-01-0	0
25389-94-0	0
27072-45-3	0
2892-51-5	0
2973-80-0	1
326-06-7	1
3344-77-2	1
34841-35-5	0
350-30-1	0
3508-00-7	0
35578-47-3	0
36727-29-4	0
371-40-4	0
3789-59-1	0
3934-20-1	0
3938-95-2	0
41372-20-7	1
4282-42-2	0
4292-19-7	0
492-94-4	0
497-03-0	0
51-42-3	0
51934-41-9	0
525-76-8	0
534-85-0	1
5392-28-9	0
54029-45-7	1
544-77-4	0
55-48-1	0
56-18-8	1
562-49-2	0
589-10-6	0
589-34-4	0
590-47-6	0
592-42-7	0
600-22-6	0
60-82-2	1
614-39-1	0
616-09-1	0
620-14-4	0
621-59-0	0
623-39-2	0
623-51-8	1
629-72-1	0
638-45-9	0
6579-54-0	0
693-58-3	0
693-67-4	0
6940-78-9	0
73367-80-3	0
7447-39-4	0
764-85-2	0
765-09-3	0
7787-56-6	0
818-72-4	0
874-23-7	0
207234-00-2	0
91-56-5	0
92-43-3	1
92841-65-1	0
93-91-4	0
93-99-2	0
96-37-7	0
97-96-1	0
16452-01-0	0
1504-74-1	1
602-38-0	1
96-91-3	1
26444-49-5	1
1271-24-5	0
51-65-0	0
1291-32-3	0
88-23-3	0
127-85-5	0
480-22-8	0
101-70-2	0
39511-08-5	0
2206-89-5	0
463-04-7	0
636-26-0	0
2243-61-0	1
605-32-3	1
81-48-1	0
81103-11-9	0
92146-82-2	0
96568-04-6	0
2510-55-6	0
253-52-1	0
2693-46-1	1
2835-97-4	1
2835-99-6	1
290-37-9	0
321-60-8	0
3331-46-2	1
333-27-7	0
367-12-4	0
3764-01-0	0
420-12-2	0
4584-57-0	0
486-25-9	0
491-36-1	1
50438-75-0	0
523-27-3	0
533-75-5	1
5401-94-5	0
541-59-3	1
544-16-1	0
5502-78-3	0
552-89-6	0
555-16-8	0
56-05-3	0
16423-68-0	0
573-17-1	0
573-58-0	1
59-49-4	0
609-15-4	0
611-09-6	0
63041-77-0	1
6674-22-2	0
670-54-2	0
70-11-1	0
723-62-6	0
7364-25-2	0
75-55-8	0
77-53-2	0
781-73-7	0
82-86-0	1
84-79-7	1
90-44-8	1
91-19-0	0
935-69-3	0
938-85-2	0
994-28-5	0
99-61-6	0
2039-76-1	1
2735-04-8	1
1564-64-3	0
4752-10-7	0
17135-78-3	0
10373-78-1	0
10527-16-9	0
1210-12-4	1
131-09-9	0
1468-95-7	0
20535-83-5	0
215-58-7	0
1689-82-3	1
13520-92-8	0
5470-11-1	0
153-78-6	0
1455-77-2	0
1640-39-7	0
120-75-2	0
1222-98-6	0
10102-18-8	0
104-98-3	0
65055-17-6	0
56803-37-3	1
29761-21-5	1
13674-84-5	0
78-30-8	1
95-83-0	1
148-24-3	1
525-82-6	1
98-29-3	1
90-05-1	0
85-68-7	1
80-05-7	1
112-69-6	0
118-74-1	0
137-16-6	0
2437-56-1	0
3386-33-2	0
518-82-1	1
538-75-0	1
56-35-9	1
86-88-4	0
87-82-1	0
NOCAS_49445	0
NOCAS_49446	0
NOCAS_49447	0
NOCAS_49448	0
NOCAS_49449	0
NOCAS_49450	0
NOCAS_49451	0
NOCAS_49452	0
NOCAS_49453	0
NOCAS_49454	0
NOCAS_49455	0
NOCAS_49456	0
NOCAS_49457	0
NOCAS_49458	0
NOCAS_49459	0
NOCAS_49460	0
NOCAS_49461	0
NOCAS_49462	0
NOCAS_49463	0
NOCAS_49464	0
NOCAS_49465	0
NOCAS_49466	0
NOCAS_49467	0
NOCAS_49468	0
NOCAS_49469	0
NOCAS_49470	0
NOCAS_49471	0
NOCAS_49472	0
NOCAS_49473	0
NOCAS_49474	0
NOCAS_49475	0
NOCAS_49476	0
NOCAS_49477	0
NOCAS_49478	0
NOCAS_49479	0
NOCAS_49480	0
NOCAS_49481	0
NOCAS_49482	0
NOCAS_49483	0
NOCAS_49484	0
NOCAS_49485	0
NOCAS_49486	0
NOCAS_49487	0
NOCAS_49488	0
NOCAS_49489	0
NOCAS_49490	0
NOCAS_49491	0
NOCAS_49492	0
NOCAS_49493	0
NOCAS_49494	0
NOCAS_49495	0
NOCAS_49496	0
NOCAS_49497	0
NOCAS_49498	0
NOCAS_49499	0
NOCAS_49500	0
NOCAS_49501	0
NOCAS_49502	0
NOCAS_49503	0
NOCAS_49504	0
NOCAS_49505	0
NOCAS_49506	0
NOCAS_49507	0
NOCAS_49508	0
NOCAS_49509	0
NOCAS_49510	0
NOCAS_49511	0
NOCAS_49512	0
NOCAS_49513	0
NOCAS_49514	1
NOCAS_49515	1
NOCAS_49516	1
NOCAS_49517	1
NOCAS_49518	1
NOCAS_49519	0
NOCAS_49520	0
NOCAS_49521	0
NOCAS_49522	0
NOCAS_49523	0
NOCAS_49524	0
NOCAS_49525	0
NOCAS_49526	0
NOCAS_49527	0
NOCAS_49528	1
NOCAS_49529	1
NOCAS_49530	1
NOCAS_49531	1
NOCAS_49532	1
NOCAS_49533	1
NOCAS_49534	1
NOCAS_49535	1
NOCAS_49536	1
NOCAS_49537	1
NOCAS_49538	0
NOCAS_49539	1
NOCAS_49540	1
NOCAS_49541	1
NOCAS_49542	0
NOCAS_49543	0
NOCAS_49544	1
NOCAS_49545	1
NOCAS_49546	1
NOCAS_49547	1
NOCAS_49548	1
NOCAS_49549	1
NOCAS_49550	0
NOCAS_49551	0
NOCAS_49552	0
NOCAS_49553	0
NOCAS_49554	0
NOCAS_49555	0
NOCAS_49556	0
NOCAS_49557	0
NOCAS_49558	0
NOCAS_49559	0
NOCAS_49560	0
NOCAS_49561	0
NOCAS_49562	0
71-55-6	0
77-93-0	0
107-07-3	0
110-62-3	0
104-67-6	0
105-54-4	0
4418-26-2	0
1120-21-4	0
1401-55-4	1
121-00-6	0
10222-01-2	0
116-25-6	0
288-88-0	0
532-32-1	0
52-51-7	0
3811-73-2	1
60-54-8	0
127-51-5	0
87-69-4	0
77-48-5	0
6381-77-7	0
105-99-7	0
1929-77-7	0
563-12-2	1
3033-77-0	0
